Package,Version,URL,Status,Bloom Log,Build Log,Deb File,Installed Files
costmap_converter,0-2026.09.05.12.08,https://github.com/ros-o/costmap_converter/tree/obese-devel,success,costmap_converter_0-2026.09.05.12.08-bloom_generate.log,ros-one-costmap-converter_0-2026.09.05.12.08_amd64-2026-09-05T12:08:59Z.build,ros-one-costmap-converter_0-2026.09.05.12.08_amd64.deb,ros-one-costmap-converter_0-2026.09.05.12.08_amd64.files
fake_joint,0.0.4-6-g1e5d5a2-2026.09.05.12.15,https://github.com/ros-o/fake_joint/tree/obese-devel,success,fake_joint_0.0.4-6-g1e5d5a2-2026.09.05.12.15-bloom_generate.log,ros-one-fake-joint_0.0.4-6-g1e5d5a2-2026.09.05.12.15_amd64-2026-09-05T12:15:05Z.build,ros-one-fake-joint_0.0.4-6-g1e5d5a2-2026.09.05.12.15_amd64.deb,ros-one-fake-joint_0.0.4-6-g1e5d5a2-2026.09.05.12.15_amd64.files
fake_joint_driver,0.0.4-6-g1e5d5a2-2026.09.05.12.19,https://github.com/ros-o/fake_joint/tree/obese-devel,success,fake_joint_driver_0.0.4-6-g1e5d5a2-2026.09.05.12.19-bloom_generate.log,ros-one-fake-joint-driver_0.0.4-6-g1e5d5a2-2026.09.05.12.19_amd64-2026-09-05T12:19:39Z.build,ros-one-fake-joint-driver_0.0.4-6-g1e5d5a2-2026.09.05.12.19_amd64.deb,ros-one-fake-joint-driver_0.0.4-6-g1e5d5a2-2026.09.05.12.19_amd64.files
fake_joint_launch,0.0.4-6-g1e5d5a2-2026.09.05.12.24,https://github.com/ros-o/fake_joint/tree/obese-devel,success,fake_joint_launch_0.0.4-6-g1e5d5a2-2026.09.05.12.24-bloom_generate.log,ros-one-fake-joint-launch_0.0.4-6-g1e5d5a2-2026.09.05.12.24_amd64-2026-09-05T12:24:40Z.build,ros-one-fake-joint-launch_0.0.4-6-g1e5d5a2-2026.09.05.12.24_amd64.deb,ros-one-fake-joint-launch_0.0.4-6-g1e5d5a2-2026.09.05.12.24_amd64.files
intera_interface,5.5.2-7-g0d51dd7-2026.09.05.12.29,https://github.com/ros-o/intera_sdk/tree/obese-devel,success,intera_interface_5.5.2-7-g0d51dd7-2026.09.05.12.29-bloom_generate.log,ros-one-intera-interface_5.5.2-7-g0d51dd7-2026.09.05.12.29_amd64-2026-09-05T12:29:41Z.build,ros-one-intera-interface_5.5.2-7-g0d51dd7-2026.09.05.12.29_amd64.deb,ros-one-intera-interface_5.5.2-7-g0d51dd7-2026.09.05.12.29_amd64.files
intera_examples,5.5.2-7-g0d51dd7-2026.09.05.12.35,https://github.com/ros-o/intera_sdk/tree/obese-devel,success,intera_examples_5.5.2-7-g0d51dd7-2026.09.05.12.35-bloom_generate.log,ros-one-intera-examples_5.5.2-7-g0d51dd7-2026.09.05.12.35_amd64-2026-09-05T12:35:07Z.build,ros-one-intera-examples_5.5.2-7-g0d51dd7-2026.09.05.12.35_amd64.deb,ros-one-intera-examples_5.5.2-7-g0d51dd7-2026.09.05.12.35_amd64.files
intera_sdk,5.5.2-7-g0d51dd7-2026.09.05.12.40,https://github.com/ros-o/intera_sdk/tree/obese-devel,success,intera_sdk_5.5.2-7-g0d51dd7-2026.09.05.12.40-bloom_generate.log,ros-one-intera-sdk_5.5.2-7-g0d51dd7-2026.09.05.12.40_amd64-2026-09-05T12:40:29Z.build,ros-one-intera-sdk_5.5.2-7-g0d51dd7-2026.09.05.12.40_amd64.deb,ros-one-intera-sdk_5.5.2-7-g0d51dd7-2026.09.05.12.40_amd64.files
laser_pipeline,1.6.4-2026.09.05.12.45,https://github.com/ros-perception/laser_pipeline/tree/noetic-devel,success,laser_pipeline_1.6.4-2026.09.05.12.45-bloom_generate.log,ros-one-laser-pipeline_1.6.4-2026.09.05.12.45_amd64-2026-09-05T12:45:17Z.build,ros-one-laser-pipeline_1.6.4-2026.09.05.12.45_amd64.deb,ros-one-laser-pipeline_1.6.4-2026.09.05.12.45_amd64.files
openni2_camera,0-2026.09.05.12.50,https://github.com/ros-o/openni2_camera/tree/obese-devel,success,openni2_camera_0-2026.09.05.12.50-bloom_generate.log,ros-one-openni2-camera_0-2026.09.05.12.50_amd64-2026-09-05T12:50:13Z.build,ros-one-openni2-camera_0-2026.09.05.12.50_amd64.deb,ros-one-openni2-camera_0-2026.09.05.12.50_amd64.files
openni2_launch,0-2026.09.05.12.55,https://github.com/ros-o/openni2_camera/tree/obese-devel,success,openni2_launch_0-2026.09.05.12.55-bloom_generate.log,ros-one-openni2-launch_0-2026.09.05.12.55_amd64-2026-09-05T12:55:59Z.build,ros-one-openni2-launch_0-2026.09.05.12.55_amd64.deb,ros-one-openni2-launch_0-2026.09.05.12.55_amd64.files
point_cloud_transport,1.0.11-2026.09.05.13.01,https://github.com/ctu-vras/point_cloud_transport/tree/master,success,point_cloud_transport_1.0.11-2026.09.05.13.01-bloom_generate.log,ros-one-point-cloud-transport_1.0.11-2026.09.05.13.01_amd64-2026-09-05T13:01:02Z.build,ros-one-point-cloud-transport_1.0.11-2026.09.05.13.01_amd64.deb,ros-one-point-cloud-transport_1.0.11-2026.09.05.13.01_amd64.files
rqt_launch,0.4.10-2026.09.05.13.06,https://github.com/ros-visualization/rqt_launch/tree/master,success,rqt_launch_0.4.10-2026.09.05.13.06-bloom_generate.log,ros-one-rqt-launch_0.4.10-2026.09.05.13.06_amd64-2026-09-05T13:07:00Z.build,ros-one-rqt-launch_0.4.10-2026.09.05.13.06_amd64.deb,ros-one-rqt-launch_0.4.10-2026.09.05.13.06_amd64.files
rqt_msg,0.4.10-5-gcd226dd-2026.09.05.13.12,https://github.com/ros-visualization/rqt_msg/tree/master,success,rqt_msg_0.4.10-5-gcd226dd-2026.09.05.13.12-bloom_generate.log,ros-one-rqt-msg_0.4.10-5-gcd226dd-2026.09.05.13.12_amd64-2026-09-05T13:12:02Z.build,ros-one-rqt-msg_0.4.10-5-gcd226dd-2026.09.05.13.12_amd64.deb,ros-one-rqt-msg_0.4.10-5-gcd226dd-2026.09.05.13.12_amd64.files
rqt_reconfigure,0.5.5-3-g988179e-2026.09.05.13.16,https://github.com/ros-visualization/rqt_reconfigure/tree/master,success,rqt_reconfigure_0.5.5-3-g988179e-2026.09.05.13.16-bloom_generate.log,ros-one-rqt-reconfigure_0.5.5-3-g988179e-2026.09.05.13.16_amd64-2026-09-05T13:16:37Z.build,ros-one-rqt-reconfigure_0.5.5-3-g988179e-2026.09.05.13.16_amd64.deb,ros-one-rqt-reconfigure_0.5.5-3-g988179e-2026.09.05.13.16_amd64.files
rqt_robot_monitor,0.5.12-2026.09.05.13.21,https://github.com/ros-visualization/rqt_robot_monitor/tree/master,success,rqt_robot_monitor_0.5.12-2026.09.05.13.21-bloom_generate.log,ros-one-rqt-robot-monitor_0.5.12-2026.09.05.13.21_amd64-2026-09-05T13:21:13Z.build,ros-one-rqt-robot-monitor_0.5.12-2026.09.05.13.21_amd64.deb,ros-one-rqt-robot-monitor_0.5.12-2026.09.05.13.21_amd64.files
rqt_rviz,0.7.0-1-gdef41cd-2026.09.05.13.25,https://github.com/ros-visualization/rqt_rviz/tree/melodic-devel,success,rqt_rviz_0.7.0-1-gdef41cd-2026.09.05.13.25-bloom_generate.log,ros-one-rqt-rviz_0.7.0-1-gdef41cd-2026.09.05.13.25_amd64-2026-09-05T13:25:48Z.build,ros-one-rqt-rviz_0.7.0-1-gdef41cd-2026.09.05.13.25_amd64.deb,ros-one-rqt-rviz_0.7.0-1-gdef41cd-2026.09.05.13.25_amd64.files
rviz_textured_quads,0-2026.09.05.13.31,https://github.com/ros-o/rviz_textured_quads/tree/obese-devel,success,rviz_textured_quads_0-2026.09.05.13.31-bloom_generate.log,ros-one-rviz-textured-quads_0-2026.09.05.13.31_amd64-2026-09-05T13:31:12Z.build,ros-one-rviz-textured-quads_0-2026.09.05.13.31_amd64.deb,ros-one-rviz-textured-quads_0-2026.09.05.13.31_amd64.files
rviz_visual_tools,3.9.1-16-g3338738-2026.09.05.13.37,https://github.com/ros-o/rviz_visual_tools/tree/obese-devel,success,rviz_visual_tools_3.9.1-16-g3338738-2026.09.05.13.37-bloom_generate.log,ros-one-rviz-visual-tools_3.9.1-16-g3338738-2026.09.05.13.37_amd64-2026-09-05T13:37:05Z.build,ros-one-rviz-visual-tools_3.9.1-16-g3338738-2026.09.05.13.37_amd64.deb,ros-one-rviz-visual-tools_3.9.1-16-g3338738-2026.09.05.13.37_amd64.files
teleop_twist_joy,0.1.3-5-g4f61e6d-2026.09.05.13.43,https://github.com/ros-teleop/teleop_twist_joy/tree/indigo-devel,success,teleop_twist_joy_0.1.3-5-g4f61e6d-2026.09.05.13.43-bloom_generate.log,ros-one-teleop-twist-joy_0.1.3-5-g4f61e6d-2026.09.05.13.43_amd64-2026-09-05T13:43:09Z.build,ros-one-teleop-twist-joy_0.1.3-5-g4f61e6d-2026.09.05.13.43_amd64.deb,ros-one-teleop-twist-joy_0.1.3-5-g4f61e6d-2026.09.05.13.43_amd64.files
urdf_tutorial,0.5.0-2026.09.05.13.48,https://github.com/ros/urdf_tutorial/tree/master,success,urdf_tutorial_0.5.0-2026.09.05.13.48-bloom_generate.log,ros-one-urdf-tutorial_0.5.0-2026.09.05.13.48_amd64-2026-09-05T13:48:09Z.build,ros-one-urdf-tutorial_0.5.0-2026.09.05.13.48_amd64.deb,ros-one-urdf-tutorial_0.5.0-2026.09.05.13.48_amd64.files
velodyne_description,1.0.13-2026.09.05.13.52,https://bitbucket.org/DataspeedInc/velodyne_simulator/src/master,success,velodyne_description_1.0.13-2026.09.05.13.52-bloom_generate.log,ros-one-velodyne-description_1.0.13-2026.09.05.13.52_amd64-2026-09-05T13:52:57Z.build,ros-one-velodyne-description_1.0.13-2026.09.05.13.52_amd64.deb,ros-one-velodyne-description_1.0.13-2026.09.05.13.52_amd64.files
velodyne_gazebo_plugins,1.0.13-2026.09.05.13.57,https://bitbucket.org/DataspeedInc/velodyne_simulator/src/master,failed-sbuild,velodyne_gazebo_plugins_1.0.13-2026.09.05.13.57-bloom_generate.log,ros-one-velodyne-gazebo-plugins_1.0.13-2026.09.05.13.57_amd64-2026-09-05T13:57:42Z.build,,
velodyne_simulator,1.0.13-2026.09.05.14.01,https://bitbucket.org/DataspeedInc/velodyne_simulator/src/master,success,velodyne_simulator_1.0.13-2026.09.05.14.01-bloom_generate.log,ros-one-velodyne-simulator_1.0.13-2026.09.05.14.01_amd64-2026-09-05T14:01:54Z.build,ros-one-velodyne-simulator_1.0.13-2026.09.05.14.01_amd64.deb,ros-one-velodyne-simulator_1.0.13-2026.09.05.14.01_amd64.files
wge100_camera,1.8.5-4-g9768e2e-2026.09.05.14.06,https://github.com/ros-o/wge100_driver/tree/obese-devel,success,wge100_camera_1.8.5-4-g9768e2e-2026.09.05.14.06-bloom_generate.log,ros-one-wge100-camera_1.8.5-4-g9768e2e-2026.09.05.14.06_amd64-2026-09-05T14:06:32Z.build,ros-one-wge100-camera_1.8.5-4-g9768e2e-2026.09.05.14.06_amd64.deb,ros-one-wge100-camera_1.8.5-4-g9768e2e-2026.09.05.14.06_amd64.files
wge100_camera_firmware,1.8.5-4-g9768e2e-2026.09.05.14.11,https://github.com/ros-o/wge100_driver/tree/obese-devel,success,wge100_camera_firmware_1.8.5-4-g9768e2e-2026.09.05.14.11-bloom_generate.log,ros-one-wge100-camera-firmware_1.8.5-4-g9768e2e-2026.09.05.14.11_amd64-2026-09-05T14:11:56Z.build,ros-one-wge100-camera-firmware_1.8.5-4-g9768e2e-2026.09.05.14.11_amd64.deb,ros-one-wge100-camera-firmware_1.8.5-4-g9768e2e-2026.09.05.14.11_amd64.files
wge100_driver,1.8.5-4-g9768e2e-2026.09.05.14.16,https://github.com/ros-o/wge100_driver/tree/obese-devel,success,wge100_driver_1.8.5-4-g9768e2e-2026.09.05.14.16-bloom_generate.log,ros-one-wge100-driver_1.8.5-4-g9768e2e-2026.09.05.14.16_amd64-2026-09-05T14:16:44Z.build,ros-one-wge100-driver_1.8.5-4-g9768e2e-2026.09.05.14.16_amd64.deb,ros-one-wge100-driver_1.8.5-4-g9768e2e-2026.09.05.14.16_amd64.files
fetch_calibration,0.9.1-5-g11f8df9-2026.09.05.15.53,https://github.com/ros-o/fetch_ros/tree/obese-devel,success,fetch_calibration_0.9.1-5-g11f8df9-2026.09.05.15.53-bloom_generate.log,ros-one-fetch-calibration_0.9.1-5-g11f8df9-2026.09.05.15.53_amd64-2026-09-05T15:53:13Z.build,ros-one-fetch-calibration_0.9.1-5-g11f8df9-2026.09.05.15.53_amd64.deb,ros-one-fetch-calibration_0.9.1-5-g11f8df9-2026.09.05.15.53_amd64.files
fetch_depth_layer,0.9.1-5-g11f8df9-2026.09.05.15.59,https://github.com/ros-o/fetch_ros/tree/obese-devel,success,fetch_depth_layer_0.9.1-5-g11f8df9-2026.09.05.15.59-bloom_generate.log,ros-one-fetch-depth-layer_0.9.1-5-g11f8df9-2026.09.05.15.59_amd64-2026-09-05T15:59:19Z.build,ros-one-fetch-depth-layer_0.9.1-5-g11f8df9-2026.09.05.15.59_amd64.deb,ros-one-fetch-depth-layer_0.9.1-5-g11f8df9-2026.09.05.15.59_amd64.files
fetch_description,0.9.1-5-g11f8df9-2026.09.05.16.06,https://github.com/ros-o/fetch_ros/tree/obese-devel,success,fetch_description_0.9.1-5-g11f8df9-2026.09.05.16.06-bloom_generate.log,ros-one-fetch-description_0.9.1-5-g11f8df9-2026.09.05.16.06_amd64-2026-09-05T16:06:28Z.build,ros-one-fetch-description_0.9.1-5-g11f8df9-2026.09.05.16.06_amd64.deb,ros-one-fetch-description_0.9.1-5-g11f8df9-2026.09.05.16.06_amd64.files
fetch_ikfast_plugin,0.9.1-5-g11f8df9-2026.09.05.16.12,https://github.com/ros-o/fetch_ros/tree/obese-devel,success,fetch_ikfast_plugin_0.9.1-5-g11f8df9-2026.09.05.16.12-bloom_generate.log,ros-one-fetch-ikfast-plugin_0.9.1-5-g11f8df9-2026.09.05.16.12_amd64-2026-09-05T16:12:43Z.build,ros-one-fetch-ikfast-plugin_0.9.1-5-g11f8df9-2026.09.05.16.12_amd64.deb,ros-one-fetch-ikfast-plugin_0.9.1-5-g11f8df9-2026.09.05.16.12_amd64.files
fetch_maps,0.9.1-5-g11f8df9-2026.09.05.16.19,https://github.com/ros-o/fetch_ros/tree/obese-devel,success,fetch_maps_0.9.1-5-g11f8df9-2026.09.05.16.19-bloom_generate.log,ros-one-fetch-maps_0.9.1-5-g11f8df9-2026.09.05.16.19_amd64-2026-09-05T16:19:35Z.build,ros-one-fetch-maps_0.9.1-5-g11f8df9-2026.09.05.16.19_amd64.deb,ros-one-fetch-maps_0.9.1-5-g11f8df9-2026.09.05.16.19_amd64.files
fetch_moveit_config,0.9.1-5-g11f8df9-2026.09.05.16.25,https://github.com/ros-o/fetch_ros/tree/obese-devel,success,fetch_moveit_config_0.9.1-5-g11f8df9-2026.09.05.16.25-bloom_generate.log,ros-one-fetch-moveit-config_0.9.1-5-g11f8df9-2026.09.05.16.25_amd64-2026-09-05T16:25:35Z.build,ros-one-fetch-moveit-config_0.9.1-5-g11f8df9-2026.09.05.16.25_amd64.deb,ros-one-fetch-moveit-config_0.9.1-5-g11f8df9-2026.09.05.16.25_amd64.files
fetch_navigation,0.9.1-5-g11f8df9-2026.09.05.16.31,https://github.com/ros-o/fetch_ros/tree/obese-devel,success,fetch_navigation_0.9.1-5-g11f8df9-2026.09.05.16.31-bloom_generate.log,ros-one-fetch-navigation_0.9.1-5-g11f8df9-2026.09.05.16.31_amd64-2026-09-05T16:31:42Z.build,ros-one-fetch-navigation_0.9.1-5-g11f8df9-2026.09.05.16.31_amd64.deb,ros-one-fetch-navigation_0.9.1-5-g11f8df9-2026.09.05.16.31_amd64.files
fetch_ros,0.9.1-5-g11f8df9-2026.09.05.16.37,https://github.com/ros-o/fetch_ros/tree/obese-devel,success,fetch_ros_0.9.1-5-g11f8df9-2026.09.05.16.37-bloom_generate.log,ros-one-fetch-ros_0.9.1-5-g11f8df9-2026.09.05.16.37_amd64-2026-09-05T16:37:48Z.build,ros-one-fetch-ros_0.9.1-5-g11f8df9-2026.09.05.16.37_amd64.deb,ros-one-fetch-ros_0.9.1-5-g11f8df9-2026.09.05.16.37_amd64.files
fetch_teleop,0.9.1-5-g11f8df9-2026.09.05.16.43,https://github.com/ros-o/fetch_ros/tree/obese-devel,success,fetch_teleop_0.9.1-5-g11f8df9-2026.09.05.16.43-bloom_generate.log,ros-one-fetch-teleop_0.9.1-5-g11f8df9-2026.09.05.16.43_amd64-2026-09-05T16:43:43Z.build,ros-one-fetch-teleop_0.9.1-5-g11f8df9-2026.09.05.16.43_amd64.deb,ros-one-fetch-teleop_0.9.1-5-g11f8df9-2026.09.05.16.43_amd64.files
cartesian_interface,0.1.7-2-g6dbfea9-2026.09.05.15.52,https://github.com/UniversalRobots/Universal_Robots_ROS_controllers_cartesian/tree/main,success,cartesian_interface_0.1.7-2-g6dbfea9-2026.09.05.15.52-bloom_generate.log,ros-one-cartesian-interface_0.1.7-2-g6dbfea9-2026.09.05.15.52_amd64-2026-09-05T15:52:05Z.build,ros-one-cartesian-interface_0.1.7-2-g6dbfea9-2026.09.05.15.52_amd64.deb,ros-one-cartesian-interface_0.1.7-2-g6dbfea9-2026.09.05.15.52_amd64.files
cartesian_trajectory_interpolation,0.1.7-2-g6dbfea9-2026.09.05.15.58,https://github.com/UniversalRobots/Universal_Robots_ROS_controllers_cartesian/tree/main,success,cartesian_trajectory_interpolation_0.1.7-2-g6dbfea9-2026.09.05.15.58-bloom_generate.log,ros-one-cartesian-trajectory-interpolation_0.1.7-2-g6dbfea9-2026.09.05.15.58_amd64-2026-09-05T15:58:03Z.build,ros-one-cartesian-trajectory-interpolation_0.1.7-2-g6dbfea9-2026.09.05.15.58_amd64.deb,ros-one-cartesian-trajectory-interpolation_0.1.7-2-g6dbfea9-2026.09.05.15.58_amd64.files
cartesian_trajectory_controller,0.1.7-2-g6dbfea9-2026.09.05.16.04,https://github.com/UniversalRobots/Universal_Robots_ROS_controllers_cartesian/tree/main,success,cartesian_trajectory_controller_0.1.7-2-g6dbfea9-2026.09.05.16.04-bloom_generate.log,ros-one-cartesian-trajectory-controller_0.1.7-2-g6dbfea9-2026.09.05.16.04_amd64-2026-09-05T16:04:24Z.build,ros-one-cartesian-trajectory-controller_0.1.7-2-g6dbfea9-2026.09.05.16.04_amd64.deb,ros-one-cartesian-trajectory-controller_0.1.7-2-g6dbfea9-2026.09.05.16.04_amd64.files
pr2_gripper_sensor,1.0.12-1-ga9067f8-2026.09.05.16.11,https://github.com/PR2/pr2_gripper_sensor/tree/hydro-devel,success,pr2_gripper_sensor_1.0.12-1-ga9067f8-2026.09.05.16.11-bloom_generate.log,ros-one-pr2-gripper-sensor_1.0.12-1-ga9067f8-2026.09.05.16.11_amd64-2026-09-05T16:11:02Z.build,ros-one-pr2-gripper-sensor_1.0.12-1-ga9067f8-2026.09.05.16.11_amd64.deb,ros-one-pr2-gripper-sensor_1.0.12-1-ga9067f8-2026.09.05.16.11_amd64.files
pr2_gripper_sensor_msgs,1.0.12-1-ga9067f8-2026.09.05.16.16,https://github.com/PR2/pr2_gripper_sensor/tree/hydro-devel,success,pr2_gripper_sensor_msgs_1.0.12-1-ga9067f8-2026.09.05.16.16-bloom_generate.log,ros-one-pr2-gripper-sensor-msgs_1.0.12-1-ga9067f8-2026.09.05.16.16_amd64-2026-09-05T16:16:55Z.build,ros-one-pr2-gripper-sensor-msgs_1.0.12-1-ga9067f8-2026.09.05.16.16_amd64.deb,ros-one-pr2-gripper-sensor-msgs_1.0.12-1-ga9067f8-2026.09.05.16.16_amd64.files
pr2_gripper_sensor_controller,1.0.12-1-ga9067f8-2026.09.05.16.23,https://github.com/PR2/pr2_gripper_sensor/tree/hydro-devel,success,pr2_gripper_sensor_controller_1.0.12-1-ga9067f8-2026.09.05.16.23-bloom_generate.log,ros-one-pr2-gripper-sensor-controller_1.0.12-1-ga9067f8-2026.09.05.16.23_amd64-2026-09-05T16:23:14Z.build,ros-one-pr2-gripper-sensor-controller_1.0.12-1-ga9067f8-2026.09.05.16.23_amd64.deb,ros-one-pr2-gripper-sensor-controller_1.0.12-1-ga9067f8-2026.09.05.16.23_amd64.files
pr2_gripper_sensor_action,1.0.12-1-ga9067f8-2026.09.05.16.29,https://github.com/PR2/pr2_gripper_sensor/tree/hydro-devel,success,pr2_gripper_sensor_action_1.0.12-1-ga9067f8-2026.09.05.16.29-bloom_generate.log,ros-one-pr2-gripper-sensor-action_1.0.12-1-ga9067f8-2026.09.05.16.29_amd64-2026-09-05T16:29:42Z.build,ros-one-pr2-gripper-sensor-action_1.0.12-1-ga9067f8-2026.09.05.16.29_amd64.deb,ros-one-pr2-gripper-sensor-action_1.0.12-1-ga9067f8-2026.09.05.16.29_amd64.files
ros_controllers_cartesian,0.1.7-2-g6dbfea9-2026.09.05.16.37,https://github.com/UniversalRobots/Universal_Robots_ROS_controllers_cartesian/tree/main,success,ros_controllers_cartesian_0.1.7-2-g6dbfea9-2026.09.05.16.37-bloom_generate.log,ros-one-ros-controllers-cartesian_0.1.7-2-g6dbfea9-2026.09.05.16.37_amd64-2026-09-05T16:37:22Z.build,ros-one-ros-controllers-cartesian_0.1.7-2-g6dbfea9-2026.09.05.16.37_amd64.deb,ros-one-ros-controllers-cartesian_0.1.7-2-g6dbfea9-2026.09.05.16.37_amd64.files
twist_controller,0.1.7-2-g6dbfea9-2026.09.05.16.43,https://github.com/UniversalRobots/Universal_Robots_ROS_controllers_cartesian/tree/main,success,twist_controller_0.1.7-2-g6dbfea9-2026.09.05.16.43-bloom_generate.log,ros-one-twist-controller_0.1.7-2-g6dbfea9-2026.09.05.16.43_amd64-2026-09-05T16:43:15Z.build,ros-one-twist-controller_0.1.7-2-g6dbfea9-2026.09.05.16.43_amd64.deb,ros-one-twist-controller_0.1.7-2-g6dbfea9-2026.09.05.16.43_amd64.files
pr2_controller_configuration_gazebo,2.1.0-2026.09.05.15.51,https://github.com/PR2/pr2_simulator/tree/kinetic-devel,failed-bloom-generate,pr2_controller_configuration_gazebo_2.1.0-2026.09.05.15.51-bloom_generate.log,,,
pr2_gazebo_plugins,2.1.0-2026.09.05.15.51,https://github.com/PR2/pr2_simulator/tree/kinetic-devel,failed-sbuild,pr2_gazebo_plugins_2.1.0-2026.09.05.15.51-bloom_generate.log,ros-one-pr2-gazebo-plugins_2.1.0-2026.09.05.15.51_amd64-2026-09-05T15:51:22Z.build,,
pr2_gazebo,2.1.0-2026.09.05.15.56,https://github.com/PR2/pr2_simulator/tree/kinetic-devel,failed-bloom-generate,pr2_gazebo_2.1.0-2026.09.05.15.56-bloom_generate.log,,,
pr2_simulator,2.1.0-2026.09.05.15.56,https://github.com/PR2/pr2_simulator/tree/kinetic-devel,success,pr2_simulator_2.1.0-2026.09.05.15.56-bloom_generate.log,ros-one-pr2-simulator_2.1.0-2026.09.05.15.56_amd64-2026-09-05T15:56:55Z.build,ros-one-pr2-simulator_2.1.0-2026.09.05.15.56_amd64.deb,ros-one-pr2-simulator_2.1.0-2026.09.05.15.56_amd64.files
qb_hand,0-2026.09.05.16.03,https://github.com/ros-o/qbhand-ros/tree/obese-devel,success,qb_hand_0-2026.09.05.16.03-bloom_generate.log,ros-one-qb-hand_0-2026.09.05.16.03_amd64-2026-09-05T16:03:04Z.build,ros-one-qb-hand_0-2026.09.05.16.03_amd64.deb,ros-one-qb-hand_0-2026.09.05.16.03_amd64.files
qb_hand_control,0-2026.09.05.16.09,https://github.com/ros-o/qbhand-ros/tree/obese-devel,success,qb_hand_control_0-2026.09.05.16.09-bloom_generate.log,ros-one-qb-hand-control_0-2026.09.05.16.09_amd64-2026-09-05T16:09:14Z.build,ros-one-qb-hand-control_0-2026.09.05.16.09_amd64.deb,ros-one-qb-hand-control_0-2026.09.05.16.09_amd64.files
qb_hand_description,0-2026.09.05.16.15,https://github.com/ros-o/qbhand-ros/tree/obese-devel,success,qb_hand_description_0-2026.09.05.16.15-bloom_generate.log,ros-one-qb-hand-description_0-2026.09.05.16.15_amd64-2026-09-05T16:15:28Z.build,ros-one-qb-hand-description_0-2026.09.05.16.15_amd64.deb,ros-one-qb-hand-description_0-2026.09.05.16.15_amd64.files
qb_hand_gazebo,0-2026.09.05.16.21,https://github.com/ros-o/qbhand-ros/tree/obese-devel,failed-sbuild,qb_hand_gazebo_0-2026.09.05.16.21-bloom_generate.log,ros-one-qb-hand-gazebo_0-2026.09.05.16.21_amd64-2026-09-05T16:21:40Z.build,,
qb_hand_hardware_interface,0-2026.09.05.16.27,https://github.com/ros-o/qbhand-ros/tree/obese-devel,success,qb_hand_hardware_interface_0-2026.09.05.16.27-bloom_generate.log,ros-one-qb-hand-hardware-interface_0-2026.09.05.16.27_amd64-2026-09-05T16:27:13Z.build,ros-one-qb-hand-hardware-interface_0-2026.09.05.16.27_amd64.deb,ros-one-qb-hand-hardware-interface_0-2026.09.05.16.27_amd64.files
people,1.4.2-8-g78e2ee3-2026.09.05.15.51,https://github.com/ros-o/people/tree/obese-devel,success,people_1.4.2-8-g78e2ee3-2026.09.05.15.51-bloom_generate.log,ros-one-people_1.4.2-8-g78e2ee3-2026.09.05.15.51_amd64-2026-09-05T15:51:31Z.build,ros-one-people_1.4.2-8-g78e2ee3-2026.09.05.15.51_amd64.deb,ros-one-people_1.4.2-8-g78e2ee3-2026.09.05.15.51_amd64.files
people_msgs,1.4.2-8-g78e2ee3-2026.09.05.15.55,https://github.com/ros-o/people/tree/obese-devel,success,people_msgs_1.4.2-8-g78e2ee3-2026.09.05.15.55-bloom_generate.log,ros-one-people-msgs_1.4.2-8-g78e2ee3-2026.09.05.15.55_amd64-2026-09-05T15:55:48Z.build,ros-one-people-msgs_1.4.2-8-g78e2ee3-2026.09.05.15.55_amd64.deb,ros-one-people-msgs_1.4.2-8-g78e2ee3-2026.09.05.15.55_amd64.files
face_detector,1.4.2-8-g78e2ee3-2026.09.05.16.00,https://github.com/ros-o/people/tree/obese-devel,success,face_detector_1.4.2-8-g78e2ee3-2026.09.05.16.00-bloom_generate.log,ros-one-face-detector_1.4.2-8-g78e2ee3-2026.09.05.16.00_amd64-2026-09-05T16:00:17Z.build,ros-one-face-detector_1.4.2-8-g78e2ee3-2026.09.05.16.00_amd64.deb,ros-one-face-detector_1.4.2-8-g78e2ee3-2026.09.05.16.00_amd64.files
people_tracking_filter,1.4.2-8-g78e2ee3-2026.09.05.16.05,https://github.com/ros-o/people/tree/obese-devel,success,people_tracking_filter_1.4.2-8-g78e2ee3-2026.09.05.16.05-bloom_generate.log,ros-one-people-tracking-filter_1.4.2-8-g78e2ee3-2026.09.05.16.05_amd64-2026-09-05T16:05:41Z.build,ros-one-people-tracking-filter_1.4.2-8-g78e2ee3-2026.09.05.16.05_amd64.deb,ros-one-people-tracking-filter_1.4.2-8-g78e2ee3-2026.09.05.16.05_amd64.files
leg_detector,1.4.2-8-g78e2ee3-2026.09.05.16.10,https://github.com/ros-o/people/tree/obese-devel,success,leg_detector_1.4.2-8-g78e2ee3-2026.09.05.16.10-bloom_generate.log,ros-one-leg-detector_1.4.2-8-g78e2ee3-2026.09.05.16.10_amd64-2026-09-05T16:10:41Z.build,ros-one-leg-detector_1.4.2-8-g78e2ee3-2026.09.05.16.10_amd64.deb,ros-one-leg-detector_1.4.2-8-g78e2ee3-2026.09.05.16.10_amd64.files
